식품명,에너지(kcal)
스무디_슬림 망고 스무디,29
스무디_슬림 망고 요거트 스무디,29
스무디_슬림 청포도 스무디,27
스무디_슬림앤슬림 다크초코 스무디 (L),45
스무디_슬림앤슬림 다크초코 스무디 (R),44
스무디_슬림앤슬림 다크초코 스무디 (S),45
스무디_슬림앤슬림 스트로베리 스무디 (L),37
스무디_슬림앤슬림 스트로베리 스무디 (R),36
스무디_슬림앤슬림 스트로베리 스무디 (S),36
스무디_애플 키위 케일 스무디 (L),48
스무디_애플 키위 케일 스무디 (R),48
스무디_애플 키위 케일 스무디 (S),48
스무디_애플망고 샹그리아 소르베,59
스무디_애플망고 스무디,63
스무디_애플망고크러쉬,53
스무디_약과 카라멜 쉐이크,118
스무디_양지감로,64
스무디_에스프레소 쉐이크,83
스무디_에스프레소 프라페,86
스무디_엔젤푸드 스무디 (L),70
스무디_엔젤푸드 스무디 (R),70
스무디_엔젤푸드 스무디 (S),70
스무디_오레오 루비치노,96
스무디_오레오 초코 프라페,95
스무디_오레오 쉐이크 (R),121
스무디_오레오 스무디,123
스무디_오렌지 레볼루션 스무디 (L),60
스무디_오렌지 레볼루션 스무디 (R),60
스무디_오렌지 레볼루션 스무디 (S),60
스무디_오렌지 카밤 스무디 (L),60
스무디_오렌지 카밤 스무디 (R),60
스무디_오렌지 카밤 스무디 (S),60
스무디_옥수수 바나치노,109
스무디_요거트 블렌디드,78
스무디_요거트 스무디 (L),71
스무디_요거트 스무디 (M),64
스무디_유자 요거스 아이스(ICED) (L),78
스무디_유자 요거스 아이스(ICED) (ML),80
스무디_자두크러쉬,44
스무디_자몽 요거트 블렌디드,91
스무디_자몽 스무디 (L),35
스무디_자몽 스무디 (R),33
스무디_자바 리터치노 아이스(ICED) (L),85
스무디_자바 리터치노 아이스(ICED) (ML),76
스무디_자바칩 루비치노,99
스무디_자바칩 프라페,104
스무디_자바칩 프라페,105
스무디_자바칩 바나치노,116
스무디_자바칩 프라페,113
스무디_자바칩 프라페 (L),97
스무디_자바칩 프라페 (R),97
스무디_자바칩프라푸치노,83
스무디_제주 말차 블렌디드,80
스무디_제주 한라봉 감귤 스무디,78
스무디_제주 청귤 레몬 스무디,57
스무디_죠리퐁 프라페 밀크카라멜,106
스무디_죠리퐁 프라페 플레인,63
스무디_청포도 리치 스무디,86
스무디_청포도 블렌디드,61
스무디_청포도 아이스 블렌디드,71
스무디_청포도 쿨러시,70
스무디_체리 익스트림 스무디 (L),48
스무디_체리 익스트림 스무디 (R),48
스무디_초코 루비치노,117
스무디_초코 밀크 쉐이크,121
스무디_초코 바나나 프라페,77
스무디_초코 블렌디드,87
스무디_초코 퐁 프라페,105
스무디_초코 프라페,86
스무디_초코 쉐이크,86
스무디_초코 쉐이크,87
스무디_초코 스무디,119
스무디_초코칩 스무디 (L),73
스무디_초코칩 스무디 (M),72
스무디_초코프로틴쉐이크,79
스무디_초콜릿 아이스 블렌디드 (L),90
스무디_초콜릿 아이스 블렌디드 (R),90
스무디_치즈&스트로베리 블렌디드,71
스무디_치즈&애플망고 블렌디드,69
스무디_치즈&핑크리치 블렌디드,77
스무디_카라멜 루비치노,88
스무디_카라멜 아이스 블렌디드 (R),106
스무디_카라멜 프라페 (L),88
스무디_카라멜 프라페 (R),84
스무디_캐롯 케일 스무디 (L),41
스무디_캐롯 케일 스무디 (R),41
스무디_캐롯 케일 스무디 (S),41
스무디_캐리비안 웨이 스무디 (L),51
스무디_캐리비안 웨이 스무디 (R),51
스무디_캐리비안 웨이 스무디 (S),51
스무디_커피 쉐이크 (L),74
스무디_커피 쉐이크 (ML),75
스무디_커피 프라페,97
스무디_코코넛 서프라이즈 스무디 (L),57
스무디_코코넛 서프라이즈 스무디 (R),57
스무디_코코넛 서프라이즈 스무디 (S),57
스무디_코코넛 피나 콜라다 스무디 (L),65
스무디_코코넛 피나 콜라다 스무디 (R),65
스무디_코코넛 피나 콜라다 스무디 (S),66
스무디_코코넛커피 쉐이크,37
스무디_코코밀크 프라페,111
스무디_코코초코 프라페,105
스무디_콜드브루 커피 프라페,83
스무디_쿠앤크 리터치노 아이스(ICED) (L),98
스무디_쿠앤크 리터치노 아이스(ICED) (ML),94
스무디_쿠앤크 바나치노,141
스무디_쿠앤크 스무디 (L),104
스무디_쿠앤크 스무디 (M),105
스무디_쿠앤크프라푸치노,90
스무디_쿠키&크림 프라페 (L),120
스무디_쿠키&크림 프라페 (R),125
스무디_쿠키앤크림 블렌디드,133
스무디_쿠키앤크림 프라페,108
스무디_쿠키 프라페,108
스무디_타로 블렌디드,68
스무디_타요 리틀 엔젤푸드 스무디,51
스무디_토피넛초코칩 프라페,116
스무디_파인애플 서프 스무디 (L),61
스무디_파인애플 서프 스무디 (R),61
스무디_파인애플 서프 스무디 (S),61
스무디_파인코코 크러쉬,20
스무디_패션프루츠 스무디,53
스무디_퐁크러쉬,113
스무디_프로틴 그릭요거트 아이스 블렌디드,161
스무디_프로틴 초콜릿 아이스 블렌디드 (L),96
스무디_플레인 그릭요거트 아이스 블렌디드,155
스무디_플레인 요거스 아이스(ICED) (L),61
스무디_플레인 요거스 아이스(ICED) (ML),62
스무디_플레인 요거트 스무디,62
스무디_플레인 요거트 스무디,88
스무디_플레인 요거트 스무디,71
스무디_플레인 요거스무디,86
스무디_플레인요거트,82
스무디_플레인요거트 스무디,71
스무디_플레인 요거트 코코 스무디,101
스무디_플레인 요거트 드링크,56
스무디_플레인요거트 스무디 (L),87
스무디_플레인요거트 스무디 (R),77
스무디_피넛 파워 플러스 다크초코 스무디 (L),92
스무디_피넛 파워 플러스 다크초코 스무디 (R),92
스무디_피넛 파워 플러스 다크초코 스무디 (S),92
스무디_피넛 파워 플러스 스트로베리 스무디 (L),95
스무디_피넛 파워 플러스 스트로베리 스무디 (R),95
스무디_피넛 파워 플러스 스트로베리 스무디 (S),95
스무디_피넛버터 밀크 쉐이크,107
스무디_피스타치오 아몬드 프라페,96
스무디_피스타치오 코코 스무디,99
스무디_피치 슬라이스 플러스 스무디 (L),58
스무디_피치 슬라이스 플러스 스무디 (R),57
스무디_피치 슬라이스 플러스 스무디 (S),58
스무디_피카피카 망고피카츄,80
스무디_하동녹차 프라페,110
스무디_하이프로틴 아몬드 모카 스무디 (L),58
스무디_하이프로틴 아몬드 모카 스무디 (R),58
스무디_하이프로틴 아몬드 모카 스무디 (S),58
스무디_하이프로틴 아몬드 바나나 스무디 (L),45
스무디_하이프로틴 아몬드 바나나 스무디 (R),45
스무디_하이프로틴 아몬드 바나나 스무디 (S),45
스무디_현미 밀크 쉐이크,126
스무디_흰둥이 바닐라 밀크 쉐이크,120
식혜_단호박 식혜,48
식혜_식혜 아이스(ICED),47
식혜_얼음동동 식혜,44
쌍화차_쌍화차 아이스(ICED),54
쌍화차_쌍화차 핫(HOT),54
쌍화차_대추쌍화차 아이스(ICED),39
쌍화차_대추쌍화차 아이스(ICED),40
쌍화차_대추쌍화차 핫(HOT),39
쌍화차_대추쌍화차 핫(HOT),51
아이스티_달콤아이스티 아이스(ICED) 빽사이즈,43
아이스티_달콤아이스티,45
아이스티_라즈베리 아이스티 (R),31
아이스티_라즈베리 아이스티 (V),30
아이스티_레몬 아이스티 (EX),55
아이스티_레몬 아이스티,43
아이스티_레몬 아이스티,38
아이스티_레몬 크러쉬 아이스티 (XL),48
아이스티_리치 히비 빅 아이스티 (V),19
아이스티_복숭아 아이스티 (EX),57
아이스티_복숭아 아이스티 (L),54
아이스티_복숭아 아이스티 (R),33
아이스티_복숭아 아이스티 (V),30
아이스티_복숭아 아이스티,37
아이스티_복숭아 아이스티,45
아이스티_복숭아 아이스티,38
아이스티_복숭아 아이스티,51
아이스티_복숭아 아이스티,40
아이스티_복숭아 크러쉬 아이스티 (XL),48
아이스티_복숭아아이스티 아이스(ICED),42
아이스티_샤인 매실 아이스티,44
아이스티_아이스티샷추가 아샷추 빽사이즈,33
아이스티_아이스티샷추가 아샷추,44
아이스티_아이스티,44
아이스티_청귤 자스민 빅 아이스티 (V),20
아이스티_청포도 민트 빅 아이스티 (V),22
아이스티_청포도 아이스티,40
아이스티_피치 우롱 빅 아이스티 (V),23
아이스티_NEW복숭아아이스티,31
아이스티_디카페인 아샷추 아이스티,34
아이스티_딸기 아이스티,23
아이스티_레몬 아이스티,38
아이스티_레몬 아이스티 (L),27
아이스티_레몬 아이스티 (M),26
아이스티_레몬아이스티,34
아이스티_레몬아이스티,37
아이스티_로즈 오로라 아이스티,61
아이스티_복숭아 아이스티,34
아이스티_복숭아 아이스티,39
아이스티_복숭아 아이스티 (L),29
아이스티_복숭아 아이스티 (M),28
아이스티_복숭아숭숭 아이스(ICED) (L),38
아이스티_복숭아아이스티,36
아이스티_복숭아아이스티 (L),37
아이스티_복숭아아이스티 (XL),34
아이스티_아이스티,33
아이스티_아이스티,44
아이스티_아이스티 복숭아 (L),61
아이스티_아이스티 복숭아 (R),46
아이스티_아이스티 샷추가 (L),41
아이스티_아이스티 샷추가 (XL),40
아이스티_애플망고 아이스티,42
아이스티_자두 아이스티 (L),30
아이스티_자두 아이스티 (M),24
아이스티_자이언트 아이스티,48
아이스티_피치아이스티,35
에이드_그린애플 스파클링 에이드,40
에이드_깔라만시 팝핑 (L),31
에이드_깔라만시 팝핑 (R),26
에이드_깔라만시 에이드,36
에이드_딸기 듬뿍 스파클링,75
에이드_딸기 스파클링 에이드,33
에이드_딸기 아사이 레모네이드 스타벅스 리프레셔 (Tall),30
에이드_딸기레몬 에이드,49
에이드_딸기 에이드,30
에이드_라임민트 에이드,44
에이드_라임 에이드,42
에이드_라임에이드,25
에이드_러브 미,47
에이드_레드자몽 스파클링 에이드,25
에이드_레모 네이드,39
에이드_레몬 스파클링 (L),44
에이드_레몬 스파클링 (V),42
에이드_레몬 스파클링 에이드,37
에이드_레몬 에이드 (EX),29
에이드_레몬 에이드 (L),45
에이드_레몬 에이드,28
에이드_레몬 에이드,28
에이드_레몬 에이드,44
에이드_레몬 에이드,28
에이드_레몬 에이드,36
에이드_레몬 에이드,40
에이드_레몬 에이드,34
에이드_리얼 에이드 레몬,19
에이드_리얼 에이드 복숭아,37
에이드_리얼 에이드 자몽,19
에이드_마이 몽키,47
에이드_메가 에이드,41
에이드_미초(석류) 에이드,22
에이드_배 에이드,45
에이드_복숭아 자두 스파클링,38
에이드_복숭아 에이드 (L),41
에이드_복숭아 에이드 (Max),37
에이드_복숭아 에이드,39
에이드_블루레몬 에이드,32
에이드_블루레몬 에이드,45
에이드_블루레몬 에이드,29
에이드_블루베리 에이드,59
에이드_블루파인 에이드,36
에이드_삼라봉 에이드,34
에이드_샤인 망고 에이드,60
에이드_샤인머스캣 스파클링 에이드,39
에이드_샤인머스캣 에이드,48
에이드_샤인머스캣청포도 에이드 (L),43
에이드_샤인머스캣청포도 에이드 (Max),39
에이드_샹그리아 에이드,35
에이드_선샤인청귤 에이드 (L),35
에이드_선샤인청귤 에이드 (Max),36
에이드_선샤인청사과 에이드 (L),45
에이드_선샤인청사과 에이드 (Max),45
에이드_선셋 에이드,37
에이드_솔라 에이드,24
에이드_스위티 파이,44
에이드_스파클링 고흥유자 레몬 캐모마일,21
에이드_스파클링 망고 캐모마일,45
에이드_스파클링 망고,35
에이드_스파클링 베리,36
에이드_스파클링 제주 레몬 스웨디쉬,50
에이드_애플망고 선셋티 에이드,31
에이드_애플망고 스파클링 에이드,31
에이드_오렌지 스파클링 에이드,33
에이드_오렌지 크러쉬드 에이드,31
에이드_오렌지 에이드,34
에이드_유니콘매직 에이드 블루,39
에이드_유니콘매직 에이드 핑크,31
에이드_유자레이드,51
에이드_자두 에이드 (L),36
에이드_자몽 스파클링 (L),42
에이드_자몽 스파클링 (V),39
에이드_자몽 스파클링 에이드,28
에이드_자몽 에이드 (EX),31
에이드_자몽 에이드 (L),38
에이드_자몽 에이드,30
에이드_자몽 에이드,32
에이드_자몽 에이드,31
에이드_자몽 파인 스파클링,45
에이드_자몽 히비스커스티 에이드 (L),25
에이드_자몽 에이드,29
에이드_자몽 에이드,41
에이드_자몽 에이드,36
에이드_자몽 에이드,38
에이드_제주 한라봉 크러쉬드 에이드,86
에이드_청포도 스파클링 (L),46
에이드_청포도 스파클링 (V),46
에이드_청포도 스파클링,43
에이드_청포도 에이드 (EX),30
에이드_청포도 에이드 (L),37
에이드_청포도 에이드,32
에이드_청포도 펄 에이드,35
에이드_청포도 에이드,43
에이드_청포도 에이드,39
에이드_청포도 에이드,53
에이드_체리 레몬 에이드,65
에이드_체리콕,46
에이드_체리콕,56
에이드_포레스트 에이드,40
에이드_폭탄 에이드,44
에이드_한라 자몽 에이드,33
에이드_한라봉 스파클링 에이드,39
에이드_한라봉 에이드,31
에이드_히비스엘더에이드,36
에이드_깔라만시 에이드,31
에이드_깔라만시 에이드,27
에이드_깔라만시 에이드,37
에이드_딸기 에이드 (L),39
에이드_딸기 에이드 (M),37
에이드_라임 모히또 (L),52
에이드_라임 모히또 (ML),33
에이드_레몬딸기 에이드,52
에이드_레몬 에이드,25
에이드_레몬 에이드,32
에이드_레몬 에이드,25
에이드_레몬 에이드,42
에이드_레몬 에이드,40
에이드_레몬 에이드 (L),43
에이드_레몬 에이드 (L),45
에이드_레몬 에이드 (L),30
에이드_레몬 에이드 (L),40
에이드_레몬 에이드 (M),38
에이드_레몬 에이드 (ML),31
에이드_레몬 에이드 (R),28
에이드_레몬 에이드 (XL),43
에이드_로즈 갤럭시 에이드,30
에이드_매머드 에이드,51
에이드_메론소다 에이드,35
에이드_복숭아 에이드,17
에이드_복숭아 에이드 (L),40
에이드_복숭아 에이드 (R),39
에이드_블루레몬 에이드,52
에이드_블루레몬 에이드,49
에이드_블루레몬 에이드,38
에이드_블루베리 에이드,36
에이드_샤인코코 에이드,34
에이드_샹그리아 에이드,38
에이드_유자 에이드,59
에이드_유자 에이드 (L),62
에이드_유자 에이드 (ML),58
에이드_자두 에이드,47
에이드_자몽 에이드,48
에이드_자몽라임 에이드,53
에이드_자몽 에이드,24
에이드_자몽 에이드,22
에이드_자몽 에이드,21
에이드_자몽 에이드,39
에이드_자몽 에이드,52
에이드_자몽 에이드,40
에이드_자몽 에이드 (L),47
에이드_자몽 에이드 (L),43
에이드_자몽 에이드 (L),22
에이드_자몽 에이드 (L),45
에이드_자몽 에이드 (M),36
에이드_자몽 에이드 (ML),41
에이드_자몽 에이드 (R),21
에이드_자몽 에이드 (XL),49
에이드_장수 오미자 에이드,36
에이드_제주 한라봉 에이드,36
에이드_제주청귤 에이드,34
에이드_청귤 에이드,56
에이드_청귤 에이드,58
에이드_청귤 에이드 (L),48
에이드_청귤 에이드 (M),45
에이드_청자스페셜,42
에이드_청포도 에이드,43
에이드_청포도 에이드,37
에이드_청포도블라썸,48
에이드_청포도 에이드,28
에이드_청포도 에이드,35
에이드_청포도 에이드,23
에이드_청포도 에이드,36
에이드_청포도 에이드 (L),45
에이드_청포도 에이드 (L),46
에이드_청포도 에이드 (L),43
에이드_청포도 에이드 (M),39
에이드_청포도 에이드 (ML),34
에이드_청포도 에이드 (XL),44
에이드_체리콕 에이드,40
에이드_코코 에이드 청포도,29
에이드_크림소다 에이드,35
에이드_패션프루츠 에이드,39
에이드_핑크리치 에이드 (L),42
에이드_핑크리치 에이드 (XL),44
에이드_한라봉 에이드,55
에이드_한라봉 에이드 (L),35
에이드_한라봉 에이드 (R),34
오미자차_감귤 오미자차 핫(HOT),44
오미자차_감귤 오미자차 아이스(ICED),44
오미자차_문경오미자차,27
오미자차_문경오미자티 아이스(ICED),39
오미자차_문경오미자티 핫(HOT),39
우롱차_우롱티 아이스(ICED) (J),1
우롱차_우롱티 아이스(ICED) (L),1
우롱차_우롱티 아이스(ICED),1
우롱차_우롱티 핫(HOT) (J),1
우롱차_우롱티 핫(HOT) (L),1
우롱차_피치우롱 아이스(ICED),3
우롱차_피치우롱 핫(HOT),3
우롱차_우롱티 아이스(ICED),4
우롱차_우롱티 핫(HOT),6
우롱차_피치 우롱티 아이스(ICED) (L),19
우롱차_피치 우롱티 아이스(ICED) (ML),25
우롱차_피치 우롱티 핫(HOT) (ML),30
유자차_고흥 유자 레몬 캐모마일티,21
유자차_고흥 유자차 아이스(ICED),62
유자차_고흥 유자차 핫(HOT),62
유자차_고흥유자 아이스(ICED),58
유자차_고흥유자 핫(HOT),66
유자차_맑은 유자 플럼티,34
유자차_사과유자차 아이스(ICED),34
유자차_사과유자차 핫(HOT),38
유자차_사과유자차,38
유자차_상그리아 유자티 아이스(ICED),46
유자차_상그리아 유자티 핫(HOT),46
유자차_유자 민트티 아이스(ICED) (Tall),41
유자차_유자 민트티 핫(HOT) (Tall),66
유자차_유자차 아이스(ICED) (L),46
유자차_유자차 핫(HOT) (L),46
유자차_유자 캐모마일 아이스(ICED),44
유자차_유자 캐모마일 핫(HOT),44
유자차_유자티,19
유자차_유자 피나콜라다 아이스(ICED),45
유자차_유자 피나콜라다 핫(HOT),48
유자차_유자 피나콜라다,45
유자차_유자레몬티 핫(HOT) (R),73
유자차_유자레몬티 아이스(ICED) (R),52
유자차_유자레몬티 핫(HOT) (L),61
유자차_유자차 아이스(ICED),43
유자차_유자차 핫(HOT),48
유자차_유자차,45
유자차_유자차,28
유자차_유자티 아이스(ICED),67
유자차_유자티 핫(HOT),68
유자차_유자티,56
유자차_고흥유자차 (L),81
유자차_고흥유자차 (R),61
유자차_레몬 유자티 아이스(ICED),50
유자차_레몬 유자티 핫(HOT),58
유자차_유자레몬티 아이스(ICED),48
유자차_유자레몬티 핫(HOT),48
유자차_유자차,39
유자차_유자차 아이스(ICED),43
유자차_유자차 아이스(ICED) (L),41
유자차_유자차 아이스(ICED) (L),47
유자차_유자차 아이스(ICED) (M),50
유자차_유자차 아이스(ICED) (ML),41
유자차_유자차 핫(HOT),43
유자차_유자차 핫(HOT) (L),47
유자차_유자차 핫(HOT) (M),50
유자차_유자차 핫(HOT) (ML),50
자몽차_꿀자몽티,58
자몽차_루비자몽 아이스(ICED),56
자몽차_루비자몽 핫(HOT),64
자몽차_시트러스자몽 아이스(ICED),33
자몽차_오렌지자몽티 아이스(ICED) (L),38
자몽차_오렌지자몽티 아이스(ICED) (R),31
자몽차_오렌지자몽티 핫(HOT) (L),47
자몽차_자몽 네이블 오렌지 아이스(ICED),49
자몽차_자몽 네이블 오렌지 핫(HOT),47
자몽차_자몽 네이블오렌지,59
자몽차_자몽차 아이스(ICED) (L),49
자몽차_자몽차 핫(HOT) (L),49
자몽차_자몽티 아이스(ICED),32
자몽차_자몽티 핫(HOT),32
자몽차_자몽티,40
자몽차_자몽블랙티,45
자몽차_자몽차 아이스(ICED),42
자몽차_자몽차 핫(HOT),50
자몽차_자몽차,36
자몽차_자몽차,45
자몽차_자몽티 아이스(ICED),40
자몽차_자몽티 아이스(ICED),24
자몽차_자몽티 아이스(ICED),41
자몽차_자몽티 핫(HOT),70
자몽차_자몽티 핫(HOT),32
자몽차_자몽티 핫(HOT),41
자몽차_캐모마일 자몽 릴렉싱티,29
자몽차_허니 자몽티,52
자몽차_홍자몽차 아이스(ICED),38
자몽차_홍자몽차 핫(HOT),38
자몽차_꿀 자몽티 아이스(ICED),42
자몽차_꿀 자몽티 핫(HOT),54
자몽차_자몽티 아이스(ICED),48
자몽차_자몽티 핫(HOT),27
자몽차_자몽차,30
자몽차_자몽차 (L),30
자몽차_자몽차 (R),26
자몽차_자몽차 아이스(ICED) (L),24
자몽차_자몽차 아이스(ICED) (L),22
자몽차_자몽차 아이스(ICED) (M),21
자몽차_자몽차 아이스(ICED) (ML),24
자몽차_자몽차 핫(HOT) (L),22
자몽차_자몽차 핫(HOT) (M),21
자몽차_자몽차 핫(HOT) (ML),28
자몽차_자몽티 아이스(ICED),22
자몽차_자몽티 아이스(ICED),21
자몽차_자몽티 아이스(ICED),36
자몽차_자몽티 핫(HOT),28
자몽차_자몽티 핫(HOT),28
자몽차_자몽티 핫(HOT),49
자몽차_허니몽 아이스(ICED),52
자몽차_허니몽 핫(HOT),69
자몽홍차_꿀 자몽 블랙티,47
자몽홍차_오렌지자몽블랙티 아이스(ICED),18
자몽홍차_오렌지자몽블랙티 핫(HOT),31
자몽홍차_자몽 허니 블랙티 아이스(ICED) (Tall),35
자몽홍차_자몽 허니 블랙티 핫(HOT) (Tall),35
자몽홍차_허니 자몽 블랙티,39
자몽홍차_허니자몽블랙티 아이스(ICED),37
자몽홍차_허니자몽블랙티 핫(HOT),51
자몽홍차_허니자몽블랙티,55
자몽홍차_자몽허니블랙티 아이스(ICED),33
자몽홍차_자몽허니블랙티 핫(HOT),43
자몽홍차_허니자몽블랙티 아이스(ICED),62
자몽홍차_허니자몽블랙티 핫(HOT),62
커피_과테말라 누에보 오리엔테,1
커피_그린티도피오 라떼 아이스(ICED),65
커피_그린티도피오 라떼 핫(HOT),86
커피_꼰대 라떼 아이스(ICED),71
커피_꼰대 라떼 핫(HOT),94
커피_꿀아메리카노 아이스(ICED),31
커피_꿀아메리카노 핫(HOT),30
커피_나이트로 바닐라 크림 (Tall),23
커피_나이트로 콜드 브루 (Tall),1
커피_낭만 달고나 카페 라떼 아이스(ICED),102
커피_낭만 달고나 카페 라떼 핫(HOT),110
커피_넘버원모카 아이스(ICED) (L),84
커피_넘버원모카 아이스(ICED) (R),91
커피_넘버원모카 핫(HOT) (L),113
커피_넘버원모카 핫(HOT) (R),123
커피_니트로 콜드브루,1
커피_니트로커피,3
커피_달고나 아인슈페너 아이스(ICED),121
커피_달고나 크림커피 아이스(ICED),140
커피_달고나카페 라떼 아이스(ICED) (L),69
커피_달고나카페 라떼 아이스(ICED) (Max),61
커피_달고나카페 라떼 아이스(ICED) (R),62
커피_달고나카페 라떼 핫(HOT) (L),88
커피_달고나카페 라떼 핫(HOT) (R),89
커피_달달연유 라떼 아이스(ICED),66
커피_달달연유 라떼 핫(HOT),116
커피_더블 베네브루 디카페인 (S),75
커피_더블 베네브루 블루밍 (S),76
커피_더블 베네브루 시그니처 (S),77
커피_더블샷 바닐라 딜라이트 아이스(ICED),63
커피_더블샷 바닐라 딜라이트 핫(HOT),79
커피_더블에스프레소,37
커피_더치 블랙 에티오피아 예가체프,2
커피_더치 블랙 케냐AA,2
커피_더치 썬셋,47
커피_더치 오션,48
커피_더치 라떼,21
커피_더치아메리카노,3
커피_데일리오트코코넛 라떼 아이스(ICED) (L),97
커피_데일리오트코코넛 라떼 아이스(ICED) (Max),97
커피_데일리오트코코넛 라떼 아이스(ICED) (R),98
커피_데일리오트코코넛 라떼 핫(HOT) (L),127
커피_데일리오트코코넛 라떼 핫(HOT) (R),126
커피_돌체 카페 라떼 아이스(ICED) (J),88
커피_돌체 카페 라떼 아이스(ICED) (L),88
커피_돌체 카페 라떼 핫(HOT) (J),115
커피_돌체 카페 라떼 핫(HOT) (L),115
커피_돌체 카푸치노 N2,85
커피_돌체 콜드 브루 (Tall),75
커피_돌체 콜드브루 라떼,49
커피_돌체 라떼 아이스(ICED),77
커피_돌체 라떼 아이스(ICED),54
커피_돌체 라떼 아이스(ICED),53
커피_돌체 라떼 핫(HOT),103
커피_돌체 라떼 핫(HOT),62
커피_돌체 라떼 핫(HOT),61
커피_듀얼브루 디카페인 아메리치노 아이스(ICED),6
커피_듀얼브루 디카페인 아메리치노 라떼 아이스(ICED),51
커피_듀얼브루 디카페인 아메리카노 아이스(ICED),6
커피_듀얼브루 디카페인 아메리카노 핫(HOT),6
커피_듀얼브루 디카페인 카페 라떼 아이스(ICED),30
커피_듀얼브루 디카페인 카페 라떼 핫(HOT),51
커피_디카페인 니트로 커피,3
커피_디카페인 바닐라 딜라이트 아이스(ICED),57
커피_디카페인 바닐라 딜라이트 핫(HOT),73
커피_디카페인 버블 흑당 콜드브루 (EX),79
커피_디카페인 버블 흑당 콜드브루,66
커피_디카페인 아메리카노 아이스(ICED),3
커피_디카페인 아메리카노 핫(HOT),3
커피_디카페인 연유 콜드브루 (EX),66
커피_디카페인 연유 콜드브루 플로트 (V),72
커피_디카페인 연유 콜드브루 플로트 (L),72
커피_디카페인 연유 콜드브루 플로트 (R),66
커피_디카페인 연유 콜드브루,64
커피_디카페인 카페 라떼 아이스(ICED),34
커피_디카페인 카페 라떼 핫(HOT),53
커피_디카페인 콜드브루 라떼 (EX),32
커피_디카페인 콜드브루 라떼 (L),22
커피_디카페인 콜드브루 라떼 (R),23
커피_디카페인 콜드브루 라떼 (V),25
커피_디카페인 콜드브루 라떼,27
커피_디카페인 콜드브루 아메리카노 (EX),2
커피_디카페인 콜드브루 아메리카노 (L),3
커피_디카페인 콜드브루 아메리카노 (R),3
커피_디카페인 콜드브루 아메리카노 (V),3
커피_디카페인 콜드브루 아메리카노,3
커피_디카페인 콜드브루 아인슈페너,20
커피_디카페인 콜드브루 크림넛,61
커피_디카페인 콜드브루 티라미수,83
커피_디카페인 콜드브루 화이트비엔나,70
커피_디카페인 콜드브루 라떼 연유,60
커피_디카페인 콜드브루 라떼 흑당,47
커피_디카페인 콜드브루 라떼,27
커피_디카페인 콜드브루,2
커피_디카페인 흑당 콜드브루 (EX),61
커피_디카페인 흑당 콜드브루,60
커피_딥초콜릿 카페 라떼,48
커피_라벤더 블론드 스타벅스 더블 샷,72
커피_라벤더 카페 브레베 아이스(ICED) (Tall),94
커피_라벤더 카페 브레베 핫(HOT) (Tall),113
커피_럼 샷 코르타도 (Short),30
커피_롱블랫 아이스(ICED) (Short),5
커피_롱블랫 핫(HOT) (Short),4
커피_리스트레또 딜라이트 아이스(ICED),47
커피_리스트레또 딜라이트 핫(HOT),88
커피_메가리카노 아이스(ICED),2
커피_모카 더블 베네프레소 (S),81
커피_모카 카페 라떼 아이스(ICED) (J),60
커피_모카 카페 라떼 아이스(ICED) (L),60
커피_모카 카페 라떼 핫(HOT) (J),137
커피_모카 카페 라떼 핫(HOT) (L),98
커피_민트모카 아이스(ICED) (L),87
커피_민트모카 아이스(ICED) (R),95
커피_민트모카 아이스(ICED),81
커피_민트모카 아이스(ICED),81
커피_민트모카 핫(HOT) (L),129
커피_민트모카 핫(HOT) (R),131
커피_민트모카 핫(HOT),87
커피_민트모카 핫(HOT),109
커피_민트카페모카 아이스(ICED),61
커피_민트카페모카 핫(HOT),69
커피_바닐라 더블 베네프레소 (S),103
커피_바닐라 라떼 핫(HOT),56
커피_바닐라 라떼 마끼아또 핫(HOT) (R),64
커피_바닐라 라떼 아이스(ICED) (L),52
커피_바닐라 라떼 아이스(ICED) (R),51
커피_바닐라 라떼 아이스(ICED),50
커피_바닐라 라떼 아이스(ICED),38
커피_바닐라 라떼 아이스(ICED),36
커피_바닐라 라떼 핫(HOT) (L),61
커피_바닐라 라떼 핫(HOT) (R),62
커피_바닐라 라떼 핫(HOT),67
커피_바닐라 라떼 핫(HOT),75
커피_바닐라 라떼 핫(HOT),42
커피_바닐라 빈 라떼 아이스(ICED) (Tall),44
커피_바닐라 빈 라떼 핫(HOT) (Tall),69
커피_바닐라 스타벅스 더블 샷,60
커피_바닐라 카페 라떼 아이스(ICED) (J),49
커피_바닐라 카페 라떼 아이스(ICED) (L),49
커피_바닐라 카페 라떼 아이스(ICED),46
커피_바닐라 카페 라떼 아이스(ICED),42
커피_바닐라 카페 라떼 핫(HOT) (J),79
커피_바닐라 카페 라떼 핫(HOT) (L),79
커피_바닐라 카페 라떼 핫(HOT),69
커피_바닐라 카페 라떼 핫(HOT),59
커피_바닐라 크림 콜드 브루 (Tall),35
커피_바닐라 플랫 화이트 (Tall),62
커피_바닐라딜라이트 아이스(ICED),59
커피_바닐라딜라이트 핫(HOT),72
커피_바닐라 라떼 마끼아또 아이스(ICED) (L),45
커피_바닐라 라떼 마끼아또 아이스(ICED) (R),47
커피_바닐라 라떼 마끼아또 아이스(ICED) (V),66
커피_바닐라 라떼 마끼아또 핫(HOT) (L),62
